Year,Month,Day,Hour,Minute,Timestamp,Demand
2020,2,24,13,0,2020-02-24 13:00:00,6321.245621531206
2020,2,24,13,30,2020-02-24 13:30:00,6429.298258218177
2020,2,24,14,0,2020-02-24 14:00:00,6539.70652278608
2020,2,24,14,30,2020-02-24 14:30:00,6623.590384968951
2020,2,24,15,0,2020-02-24 15:00:00,6750.97585448421
2020,2,24,15,30,2020-02-24 15:30:00,6950.748543782615
2020,2,24,16,0,2020-02-24 16:00:00,7134.0764799593
2020,2,24,16,30,2020-02-24 16:30:00,7303.362028531987
2020,2,24,17,0,2020-02-24 17:00:00,7413.590433658408
2020,2,24,17,30,2020-02-24 17:30:00,7469.591580417303
2020,2,24,18,0,2020-02-24 18:00:00,7495.373033625052
2020,2,24,18,30,2020-02-24 18:30:00,7629.47321363511
2020,2,24,19,0,2020-02-24 19:00:00,7580.957180081707
2020,2,24,19,30,2020-02-24 19:30:00,7439.862285854074
2020,2,24,20,0,2020-02-24 20:00:00,7257.76689057585
2020,2,24,20,30,2020-02-24 20:30:00,7014.206298008639
2020,2,24,21,0,2020-02-24 21:00:00,6805.265736510912
2020,2,24,21,30,2020-02-24 21:30:00,6609.019444862874
2020,2,24,22,0,2020-02-24 22:00:00,6406.217909765308
2020,2,24,22,30,2020-02-24 22:30:00,6279.478619498532
2020,2,24,23,0,2020-02-24 23:00:00,6063.209788579172
2020,2,24,23,30,2020-02-24 23:30:00,5832.2804515209045
2020,2,25,0,0,2020-02-25 00:00:00,5635.370666650032
2020,2,25,0,30,2020-02-25 00:30:00,5505.614258993943
2020,2,25,1,0,2020-02-25 01:00:00,5405.81680944015
2020,2,25,1,30,2020-02-25 01:30:00,5331.61276959714
2020,2,25,2,0,2020-02-25 02:00:00,5278.437044798076
2020,2,25,2,30,2020-02-25 02:30:00,5254.484976284865
2020,2,25,3,0,2020-02-25 03:00:00,5243.648196916098
2020,2,25,3,30,2020-02-25 03:30:00,5236.546946515584
2020,2,25,4,0,2020-02-25 04:00:00,5270.787100655553
2020,2,25,4,30,2020-02-25 04:30:00,5330.807023141641
2020,2,25,5,0,2020-02-25 05:00:00,5493.983803721856
2020,2,25,5,30,2020-02-25 05:30:00,5636.096029039376
2020,2,25,6,0,2020-02-25 06:00:00,5895.312387213007
2020,2,25,6,30,2020-02-25 06:30:00,6111.648134023724
2020,2,25,7,0,2020-02-25 07:00:00,6227.839336227275
2020,2,25,7,30,2020-02-25 07:30:00,6207.208564011546
2020,2,25,8,0,2020-02-25 08:00:00,6124.144975482424
2020,2,25,8,30,2020-02-25 08:30:00,6072.387264706093
2020,2,25,9,0,2020-02-25 09:00:00,5994.356385408032
2020,2,25,9,30,2020-02-25 09:30:00,5921.915229079395
2020,2,25,10,0,2020-02-25 10:00:00,5853.357347443339
2020,2,25,10,30,2020-02-25 10:30:00,5837.659882158536
2020,2,25,11,0,2020-02-25 11:00:00,5828.4824144031245
2020,2,25,11,30,2020-02-25 11:30:00,5859.533608450901
2020,2,25,12,0,2020-02-25 12:00:00,5879.331942606405
2020,2,25,12,30,2020-02-25 12:30:00,5900.97895136627
2020,2,25,13,0,2020-02-25 13:00:00,5961.1871408519
2020,2,25,13,30,2020-02-25 13:30:00,6095.091806540772
2020,2,25,14,0,2020-02-25 14:00:00,6211.217974835329
2020,2,25,14,30,2020-02-25 14:30:00,6284.135357495243
2020,2,25,15,0,2020-02-25 15:00:00,6413.969921421269
2020,2,25,15,30,2020-02-25 15:30:00,6606.249658905542
2020,2,25,16,0,2020-02-25 16:00:00,6803.819376117486
2020,2,25,16,30,2020-02-25 16:30:00,7003.089894507104
2020,2,25,17,0,2020-02-25 17:00:00,7127.260638471965
2020,2,25,17,30,2020-02-25 17:30:00,7169.6329166315945
2020,2,25,18,0,2020-02-25 18:00:00,7209.105980513957
2020,2,25,18,30,2020-02-25 18:30:00,7374.738258075289
2020,2,25,19,0,2020-02-25 19:00:00,7364.117278427846
2020,2,25,19,30,2020-02-25 19:30:00,7278.767769276694
2020,2,25,20,0,2020-02-25 20:00:00,7137.09434633234
2020,2,25,20,30,2020-02-25 20:30:00,6920.818264441438
2020,2,25,21,0,2020-02-25 21:00:00,6735.474839542143
2020,2,25,21,30,2020-02-25 21:30:00,6540.3095060703145
2020,2,25,22,0,2020-02-25 22:00:00,6362.995431854164
2020,2,25,22,30,2020-02-25 22:30:00,6229.2261046053745
2020,2,25,23,0,2020-02-25 23:00:00,6024.650328584999
2020,2,25,23,30,2020-02-25 23:30:00,5801.712519271996
2020,2,26,0,0,2020-02-26 00:00:00,5622.792051177183
2020,2,26,0,30,2020-02-26 00:30:00,5486.8627455547485
2020,2,26,1,0,2020-02-26 01:00:00,5373.90751132808
2020,2,26,1,30,2020-02-26 01:30:00,5303.295485985455
2020,2,26,2,0,2020-02-26 02:00:00,5264.632906076246
2020,2,26,2,30,2020-02-26 02:30:00,5233.618461018579
2020,2,26,3,0,2020-02-26 03:00:00,5211.1170802412635
2020,2,26,3,30,2020-02-26 03:30:00,5211.6758814612895
2020,2,26,4,0,2020-02-26 04:00:00,5262.228897991222
2020,2,26,4,30,2020-02-26 04:30:00,5338.265096185276
2020,2,26,5,0,2020-02-26 05:00:00,5495.069093268206
2020,2,26,5,30,2020-02-26 05:30:00,5636.325788116088
2020,2,26,6,0,2020-02-26 06:00:00,5861.819089591195
2020,2,26,6,30,2020-02-26 06:30:00,6044.683468440324
2020,2,26,7,0,2020-02-26 07:00:00,6128.34637945381
2020,2,26,7,30,2020-02-26 07:30:00,6076.522008591512
2020,2,26,8,0,2020-02-26 08:00:00,5982.499489494026
2020,2,26,8,30,2020-02-26 08:30:00,5916.242065847824
2020,2,26,9,0,2020-02-26 09:00:00,5870.1437791458575
2020,2,26,9,30,2020-02-26 09:30:00,5813.198311299744
2020,2,26,10,0,2020-02-26 10:00:00,5794.514436649722
2020,2,26,10,30,2020-02-26 10:30:00,5802.1135377062
2020,2,26,11,0,2020-02-26 11:00:00,5772.76579036461
2020,2,26,11,30,2020-02-26 11:30:00,5804.619705206106
2020,2,26,12,0,2020-02-26 12:00:00,5844.198936903974
2020,2,26,12,30,2020-02-26 12:30:00,5895.939363966566
2020,2,26,13,0,2020-02-26 13:00:00,5955.940323901106
2020,2,26,13,30,2020-02-26 13:30:00,6074.939973590351
2020,2,26,14,0,2020-02-26 14:00:00,6213.802990511931
2020,2,26,14,30,2020-02-26 14:30:00,6294.917432487826
2020,2,26,15,0,2020-02-26 15:00:00,6446.181296915389
2020,2,26,15,30,2020-02-26 15:30:00,6639.216676154067
2020,2,26,16,0,2020-02-26 16:00:00,6844.955364301449
2020,2,26,16,30,2020-02-26 16:30:00,7038.8874517045915
2020,2,26,17,0,2020-02-26 17:00:00,7159.529044033897
2020,2,26,17,30,2020-02-26 17:30:00,7226.838678832028
2020,2,26,18,0,2020-02-26 18:00:00,7274.039487800401
2020,2,26,18,30,2020-02-26 18:30:00,7454.489264041746
2020,2,26,19,0,2020-02-26 19:00:00,7420.421185968378
2020,2,26,19,30,2020-02-26 19:30:00,7346.0572814395255
2020,2,26,20,0,2020-02-26 20:00:00,7197.213763900929
2020,2,26,20,30,2020-02-26 20:30:00,6960.440775392946
2020,2,26,21,0,2020-02-26 21:00:00,6781.421595702253
2020,2,26,21,30,2020-02-26 21:30:00,6580.47730987822
2020,2,26,22,0,2020-02-26 22:00:00,6400.424290283512
2020,2,26,22,30,2020-02-26 22:30:00,6273.247494788999
2020,2,26,23,0,2020-02-26 23:00:00,6039.172994697392
2020,2,26,23,30,2020-02-26 23:30:00,5807.0741144390395
2020,2,27,0,0,2020-02-27 00:00:00,5595.590920001128
2020,2,27,0,30,2020-02-27 00:30:00,5482.178558328671
2020,2,27,1,0,2020-02-27 01:00:00,5385.098407613716
2020,2,27,1,30,2020-02-27 01:30:00,5331.627164509584
2020,2,27,2,0,2020-02-27 02:00:00,5292.251784667356
2020,2,27,2,30,2020-02-27 02:30:00,5256.94531553609
2020,2,27,3,0,2020-02-27 03:00:00,5234.855114625279
2020,2,27,3,30,2020-02-27 03:30:00,5243.078555421079
2020,2,27,4,0,2020-02-27 04:00:00,5281.561667887792
2020,2,27,4,30,2020-02-27 04:30:00,5340.963342856213
2020,2,27,5,0,2020-02-27 05:00:00,5505.929480119382
2020,2,27,5,30,2020-02-27 05:30:00,5654.622120358037
2020,2,27,6,0,2020-02-27 06:00:00,5896.068361042876
2020,2,27,6,30,2020-02-27 06:30:00,6089.35292551424
2020,2,27,7,0,2020-02-27 07:00:00,6174.402252420373
2020,2,27,7,30,2020-02-27 07:30:00,6138.758131333712
2020,2,27,8,0,2020-02-27 08:00:00,6052.294799535
2020,2,27,8,30,2020-02-27 08:30:00,6002.6633515308295
2020,2,27,9,0,2020-02-27 09:00:00,5976.99570753531
2020,2,27,9,30,2020-02-27 09:30:00,5914.360960558312
2020,2,27,10,0,2020-02-27 10:00:00,5859.610799684035
2020,2,27,10,30,2020-02-27 10:30:00,5876.974027086981
2020,2,27,11,0,2020-02-27 11:00:00,5875.458987284014
2020,2,27,11,30,2020-02-27 11:30:00,5947.533476054576
2020,2,27,12,0,2020-02-27 12:00:00,6000.9407688869105
2020,2,27,12,30,2020-02-27 12:30:00,6100.164472204592
2020,2,27,13,0,2020-02-27 13:00:00,6215.903852722788
2020,2,27,13,30,2020-02-27 13:30:00,6340.991230943631
2020,2,27,14,0,2020-02-27 14:00:00,6494.306566835405
2020,2,27,14,30,2020-02-27 14:30:00,6613.28145729628
2020,2,27,15,0,2020-02-27 15:00:00,6795.073881788696
2020,2,27,15,30,2020-02-27 15:30:00,7009.303961089788
2020,2,27,16,0,2020-02-27 16:00:00,7194.808910946565
2020,2,27,16,30,2020-02-27 16:30:00,7384.98572150275
2020,2,27,17,0,2020-02-27 17:00:00,7502.868020013714
2020,2,27,17,30,2020-02-27 17:30:00,7591.777449416302
2020,2,27,18,0,2020-02-27 18:00:00,7675.738149611496
2020,2,27,18,30,2020-02-27 18:30:00,7854.9476004863445
2020,2,27,19,0,2020-02-27 19:00:00,7824.112432241881
2020,2,27,19,30,2020-02-27 19:30:00,7711.34252028817
2020,2,27,20,0,2020-02-27 20:00:00,7558.006602791638
2020,2,27,20,30,2020-02-27 20:30:00,7303.984768329485
2020,2,27,21,0,2020-02-27 21:00:00,7043.653582312474
2020,2,27,21,30,2020-02-27 21:30:00,6808.357818980943
2020,2,27,22,0,2020-02-27 22:00:00,6599.634157784099
2020,2,27,22,30,2020-02-27 22:30:00,6460.941913569657
2020,2,27,23,0,2020-02-27 23:00:00,6214.99965940997
2020,2,27,23,30,2020-02-27 23:30:00,5979.184522944726
2020,2,28,0,0,2020-02-28 00:00:00,5768.66983137215
2020,2,28,0,30,2020-02-28 00:30:00,5629.526846632072
2020,2,28,1,0,2020-02-28 01:00:00,5512.256057117329
2020,2,28,1,30,2020-02-28 01:30:00,5450.590137967249
2020,2,28,2,0,2020-02-28 02:00:00,5390.662106407601
2020,2,28,2,30,2020-02-28 02:30:00,5357.260248291678
2020,2,28,3,0,2020-02-28 03:00:00,5352.3452242852
2020,2,28,3,30,2020-02-28 03:30:00,5344.265193587373
2020,2,28,4,0,2020-02-28 04:00:00,5388.9294516244145
2020,2,28,4,30,2020-02-28 04:30:00,5442.041643957706
2020,2,28,5,0,2020-02-28 05:00:00,5596.327695037507
2020,2,28,5,30,2020-02-28 05:30:00,5726.103022339654
2020,2,28,6,0,2020-02-28 06:00:00,5957.34524406116
2020,2,28,6,30,2020-02-28 06:30:00,6168.570664486956
2020,2,28,7,0,2020-02-28 07:00:00,6299.007171094821
2020,2,28,7,30,2020-02-28 07:30:00,6274.490729932002
2020,2,28,8,0,2020-02-28 08:00:00,6180.749974002272
2020,2,28,8,30,2020-02-28 08:30:00,6101.962705812106
2020,2,28,9,0,2020-02-28 09:00:00,6110.96716978391
2020,2,28,9,30,2020-02-28 09:30:00,6065.4931424626975
2020,2,28,10,0,2020-02-28 10:00:00,6030.452216654926
2020,2,28,10,30,2020-02-28 10:30:00,6067.468314111152
2020,2,28,11,0,2020-02-28 11:00:00,6070.833223942846
2020,2,28,11,30,2020-02-28 11:30:00,6139.1660626585
2020,2,28,12,0,2020-02-28 12:00:00,6160.5462501752
2020,2,28,12,30,2020-02-28 12:30:00,6198.3128681898415
2020,2,28,13,0,2020-02-28 13:00:00,6274.605999410715
2020,2,28,13,30,2020-02-28 13:30:00,6377.754309962338
2020,2,28,14,0,2020-02-28 14:00:00,6482.613831147269
2020,2,28,14,30,2020-02-28 14:30:00,6583.9244628685165
2020,2,28,15,0,2020-02-28 15:00:00,6708.607792740402
2020,2,28,15,30,2020-02-28 15:30:00,6919.730368549858
2020,2,28,16,0,2020-02-28 16:00:00,7122.48471186262
2020,2,28,16,30,2020-02-28 16:30:00,7252.801572548489
2020,2,28,17,0,2020-02-28 17:00:00,7290.333874785906
2020,2,28,17,30,2020-02-28 17:30:00,7263.333929300434
2020,2,28,18,0,2020-02-28 18:00:00,7268.452175143179
2020,2,28,18,30,2020-02-28 18:30:00,7402.138162127036
2020,2,28,19,0,2020-02-28 19:00:00,7375.909296110326
2020,2,28,19,30,2020-02-28 19:30:00,7285.255556224052
2020,2,28,20,0,2020-02-28 20:00:00,7164.831000471301
2020,2,28,20,30,2020-02-28 20:30:00,6974.308043138202
2020,2,28,21,0,2020-02-28 21:00:00,6808.834684493396
2020,2,28,21,30,2020-02-28 21:30:00,6641.555091248566
2020,2,28,22,0,2020-02-28 22:00:00,6496.726114920335
2020,2,28,22,30,2020-02-28 22:30:00,6394.643425035543
2020,2,28,23,0,2020-02-28 23:00:00,6190.1520846505355
2020,2,28,23,30,2020-02-28 23:30:00,5952.9314797118905
2020,2,29,0,0,2020-02-29 00:00:00,5636.7817599626305
2020,2,29,0,30,2020-02-29 00:30:00,5489.478202417105
2020,2,29,1,0,2020-02-29 01:00:00,5368.5372372949605
2020,2,29,1,30,2020-02-29 01:30:00,5280.45026036116
2020,2,29,2,0,2020-02-29 02:00:00,5229.107063321145
2020,2,29,2,30,2020-02-29 02:30:00,5201.93385222769
2020,2,29,3,0,2020-02-29 03:00:00,5173.568482545945
2020,2,29,3,30,2020-02-29 03:30:00,5174.292293191305
2020,2,29,4,0,2020-02-29 04:00:00,5162.391128344456
2020,2,29,4,30,2020-02-29 04:30:00,5146.275776035316
2020,2,29,5,0,2020-02-29 05:00:00,5197.6906311761595
2020,2,29,5,30,2020-02-29 05:30:00,5236.927050212615
2020,2,29,6,0,2020-02-29 06:00:00,5265.13527913767
2020,2,29,6,30,2020-02-29 06:30:00,5301.73406671008
2020,2,29,7,0,2020-02-29 07:00:00,5327.7840926359495
2020,2,29,7,30,2020-02-29 07:30:00,5362.5383278841455
2020,2,29,8,0,2020-02-29 08:00:00,5369.207204666231
2020,2,29,8,30,2020-02-29 08:30:00,5382.232203320686
2020,2,29,9,0,2020-02-29 09:00:00,5344.80371167735
2020,2,29,9,30,2020-02-29 09:30:00,5321.42117491335
2020,2,29,10,0,2020-02-29 10:00:00,5221.805657179605
2020,2,29,10,30,2020-02-29 10:30:00,5208.675383838445
2020,2,29,11,0,2020-02-29 11:00:00,5142.244875740555
2020,2,29,11,30,2020-02-29 11:30:00,5110.992748986895
2020,2,29,12,0,2020-02-29 12:00:00,5119.671258875355
2020,2,29,12,30,2020-02-29 12:30:00,5165.877225839875
2020,2,29,13,0,2020-02-29 13:00:00,5201.680853256945
2020,2,29,13,30,2020-02-29 13:30:00,5320.780154102509
2020,2,29,14,0,2020-02-29 14:00:00,5437.69715835842
2020,2,29,14,30,2020-02-29 14:30:00,5573.364720851465
2020,2,29,15,0,2020-02-29 15:00:00,5745.92767785328
2020,2,29,15,30,2020-02-29 15:30:00,5876.877619443405
2020,2,29,16,0,2020-02-29 16:00:00,6061.8268595398495
2020,2,29,16,30,2020-02-29 16:30:00,6278.15759170381
2020,2,29,17,0,2020-02-29 17:00:00,6466.142822954235
2020,2,29,17,30,2020-02-29 17:30:00,6549.149857731725
2020,2,29,18,0,2020-02-29 18:00:00,6614.30279404077
2020,2,29,18,30,2020-02-29 18:30:00,6744.4856847541
2020,2,29,19,0,2020-02-29 19:00:00,6720.681664575941
2020,2,29,19,30,2020-02-29 19:30:00,6649.107044319036
2020,2,29,20,0,2020-02-29 20:00:00,6534.513708904105
2020,2,29,20,30,2020-02-29 20:30:00,6401.902507232175
2020,2,29,21,0,2020-02-29 21:00:00,6269.385340830659
2020,2,29,21,30,2020-02-29 21:30:00,6170.540060212125
2020,2,29,22,0,2020-02-29 22:00:00,6091.02085487409
2020,2,29,22,30,2020-02-29 22:30:00,5995.748339001945
2020,2,29,23,0,2020-02-29 23:00:00,5857.8832313985695
2020,2,29,23,30,2020-02-29 23:30:00,5691.587147972685
2020,3,1,0,0,2020-03-01 00:00:00,5695.462707606942
2020,3,1,0,30,2020-03-01 00:30:00,5571.307226250525
2020,3,1,1,0,2020-03-01 01:00:00,5461.373856370992
2020,3,1,1,30,2020-03-01 01:30:00,5373.436148875896
2020,3,1,2,0,2020-03-01 02:00:00,5321.421699786506
2020,3,1,2,30,2020-03-01 02:30:00,5278.942338353634
2020,3,1,3,0,2020-03-01 03:00:00,5249.7125031885
2020,3,1,3,30,2020-03-01 03:30:00,5239.411920913706
2020,3,1,4,0,2020-03-01 04:00:00,5228.453706890221
2020,3,1,4,30,2020-03-01 04:30:00,5229.204070638904
2020,3,1,5,0,2020-03-01 05:00:00,5268.144468656713
2020,3,1,5,30,2020-03-01 05:30:00,5264.6338705548205
2020,3,1,6,0,2020-03-01 06:00:00,5235.981201044497
2020,3,1,6,30,2020-03-01 06:30:00,5198.810086981795
2020,3,1,7,0,2020-03-01 07:00:00,5191.408973521536
2020,3,1,7,30,2020-03-01 07:30:00,5243.125053114612
2020,3,1,8,0,2020-03-01 08:00:00,5265.2947446882345
2020,3,1,8,30,2020-03-01 08:30:00,5301.088673865634
2020,3,1,9,0,2020-03-01 09:00:00,5297.518390233595
2020,3,1,9,30,2020-03-01 09:30:00,5265.568281261412
2020,3,1,10,0,2020-03-01 10:00:00,5297.192064918894
2020,3,1,10,30,2020-03-01 10:30:00,5332.220614655168
2020,3,1,11,0,2020-03-01 11:00:00,5367.448308236881
2020,3,1,11,30,2020-03-01 11:30:00,5436.304136007097
2020,3,1,12,0,2020-03-01 12:00:00,5478.901895158588
2020,3,1,12,30,2020-03-01 12:30:00,5543.294785466525
2020,3,1,13,0,2020-03-01 13:00:00,5656.763943986896
2020,3,1,13,30,2020-03-01 13:30:00,5807.007586500857
2020,3,1,14,0,2020-03-01 14:00:00,5979.257751738911
2020,3,1,14,30,2020-03-01 14:30:00,6145.201218728744
2020,3,1,15,0,2020-03-01 15:00:00,6338.046629020502
2020,3,1,15,30,2020-03-01 15:30:00,6538.423848204439
2020,3,1,16,0,2020-03-01 16:00:00,6752.359077524433
2020,3,1,16,30,2020-03-01 16:30:00,6972.473072292359
2020,3,1,17,0,2020-03-01 17:00:00,7176.653824197364
2020,3,1,17,30,2020-03-01 17:30:00,7294.936634553176
2020,3,1,18,0,2020-03-01 18:00:00,7405.8967942859135
2020,3,1,18,30,2020-03-01 18:30:00,7504.500686119184
2020,3,1,19,0,2020-03-01 19:00:00,7446.002001500618
2020,3,1,19,30,2020-03-01 19:30:00,7349.802974547286
2020,3,1,20,0,2020-03-01 20:00:00,7197.010503117142
2020,3,1,20,30,2020-03-01 20:30:00,6977.5225046373525
2020,3,1,21,0,2020-03-01 21:00:00,6771.834303193628
2020,3,1,21,30,2020-03-01 21:30:00,6594.475113910858
2020,3,1,22,0,2020-03-01 22:00:00,6354.974086756266
2020,3,1,22,30,2020-03-01 22:30:00,6243.64133597999
2020,3,1,23,0,2020-03-01 23:00:00,6053.200650540348
2020,3,1,23,30,2020-03-01 23:30:00,5850.924990909721
2020,3,2,0,0,2020-03-02 00:00:00,5681.796515509433
2020,3,2,0,30,2020-03-02 00:30:00,5559.403712330594
2020,3,2,1,0,2020-03-02 01:00:00,5454.912486896162
2020,3,2,1,30,2020-03-02 01:30:00,5376.143306901616
2020,3,2,2,0,2020-03-02 02:00:00,5337.641054003672
2020,3,2,2,30,2020-03-02 02:30:00,5306.147141738601
2020,3,2,3,0,2020-03-02 03:00:00,5295.445282324903
2020,3,2,3,30,2020-03-02 03:30:00,5285.716055174128
2020,3,2,4,0,2020-03-02 04:00:00,5322.606171128459
2020,3,2,4,30,2020-03-02 04:30:00,5392.54208702588
2020,3,2,5,0,2020-03-02 05:00:00,5570.781711406252
2020,3,2,5,30,2020-03-02 05:30:00,5736.4413751986
2020,3,2,6,0,2020-03-02 06:00:00,6020.079269771007
2020,3,2,6,30,2020-03-02 06:30:00,6204.396874946538
2020,3,2,7,0,2020-03-02 07:00:00,6393.602548329605
2020,3,2,7,30,2020-03-02 07:30:00,6451.309143860138
2020,3,2,8,0,2020-03-02 08:00:00,6399.977065860277
2020,3,2,8,30,2020-03-02 08:30:00,6371.080870630774
2020,3,2,9,0,2020-03-02 09:00:00,6353.782580994177
2020,3,2,9,30,2020-03-02 09:30:00,6282.91093011252
2020,3,2,10,0,2020-03-02 10:00:00,6249.331422747312
2020,3,2,10,30,2020-03-02 10:30:00,6277.519175319184
2020,3,2,11,0,2020-03-02 11:00:00,6272.2913209522985
2020,3,2,11,30,2020-03-02 11:30:00,6315.61233474272
2020,3,2,12,0,2020-03-02 12:00:00,6343.561262964022
2020,3,2,12,30,2020-03-02 12:30:00,6354.173114829919
2020,3,2,13,0,2020-03-02 13:00:00,6440.159851499771
2020,3,2,13,30,2020-03-02 13:30:00,6535.936859188752
2020,3,2,14,0,2020-03-02 14:00:00,6635.942180831598
2020,3,2,14,30,2020-03-02 14:30:00,6713.418936498247
2020,3,2,15,0,2020-03-02 15:00:00,6846.032038555284
2020,3,2,15,30,2020-03-02 15:30:00,7058.9226167816505
2020,3,2,16,0,2020-03-02 16:00:00,7264.9121887997635
2020,3,2,16,30,2020-03-02 16:30:00,7440.330640582755
2020,3,2,17,0,2020-03-02 17:00:00,7538.407521050862
2020,3,2,17,30,2020-03-02 17:30:00,7581.512390739222
2020,3,2,18,0,2020-03-02 18:00:00,7619.000021905859
2020,3,2,18,30,2020-03-02 18:30:00,7731.735149258331
2020,3,2,19,0,2020-03-02 19:00:00,7679.738988278969
2020,3,2,19,30,2020-03-02 19:30:00,7584.764274469802
2020,3,2,20,0,2020-03-02 20:00:00,7434.287591916394
2020,3,2,20,30,2020-03-02 20:30:00,7191.323725106713
2020,3,2,21,0,2020-03-02 21:00:00,7001.786030632351
2020,3,2,21,30,2020-03-02 21:30:00,6769.007306704812
2020,3,2,22,0,2020-03-02 22:00:00,6553.880563913587
2020,3,2,22,30,2020-03-02 22:30:00,6422.109279378332
2020,3,2,23,0,2020-03-02 23:00:00,6180.117338384334
2020,3,2,23,30,2020-03-02 23:30:00,5950.522817316881
2020,3,3,0,0,2020-03-03 00:00:00,5760.881050635049
2020,3,3,0,30,2020-03-03 00:30:00,5618.855023541631
2020,3,3,1,0,2020-03-03 01:00:00,5504.701894768982
2020,3,3,1,30,2020-03-03 01:30:00,5421.533898079336
2020,3,3,2,0,2020-03-03 02:00:00,5382.932714760997
2020,3,3,2,30,2020-03-03 02:30:00,5348.388989372102
2020,3,3,3,0,2020-03-03 03:00:00,5338.77446593413
2020,3,3,3,30,2020-03-03 03:30:00,5334.417836526646
2020,3,3,4,0,2020-03-03 04:00:00,5365.933876916738
2020,3,3,4,30,2020-03-03 04:30:00,5426.210439189344
2020,3,3,5,0,2020-03-03 05:00:00,5586.287428382486
2020,3,3,5,30,2020-03-03 05:30:00,5747.412676851356
2020,3,3,6,0,2020-03-03 06:00:00,5995.338533698989
2020,3,3,6,30,2020-03-03 06:30:00,6197.5720544980495
2020,3,3,7,0,2020-03-03 07:00:00,6295.243387061457
2020,3,3,7,30,2020-03-03 07:30:00,6321.885696728924
2020,3,3,8,0,2020-03-03 08:00:00,6258.43413100136
2020,3,3,8,30,2020-03-03 08:30:00,6220.115780777038
2020,3,3,9,0,2020-03-03 09:00:00,6194.189252872711
2020,3,3,9,30,2020-03-03 09:30:00,6131.46031653926
2020,3,3,10,0,2020-03-03 10:00:00,6099.597687395852
2020,3,3,10,30,2020-03-03 10:30:00,6073.982629340044
2020,3,3,11,0,2020-03-03 11:00:00,6044.062184517644
2020,3,3,11,30,2020-03-03 11:30:00,6086.643377384376
2020,3,3,12,0,2020-03-03 12:00:00,6104.303809936992
2020,3,3,12,30,2020-03-03 12:30:00,6153.326990905898
2020,3,3,13,0,2020-03-03 13:00:00,6257.257454659592
2020,3,3,13,30,2020-03-03 13:30:00,6358.349929846452
2020,3,3,14,0,2020-03-03 14:00:00,6454.627256154201
2020,3,3,14,30,2020-03-03 14:30:00,6545.921743089137
2020,3,3,15,0,2020-03-03 15:00:00,6644.048485108307
2020,3,3,15,30,2020-03-03 15:30:00,6815.815953957009
2020,3,3,16,0,2020-03-03 16:00:00,7029.224898805254
2020,3,3,16,30,2020-03-03 16:30:00,7165.56016285475
2020,3,3,17,0,2020-03-03 17:00:00,7280.500784035471
2020,3,3,17,30,2020-03-03 17:30:00,7291.62953624855
2020,3,3,18,0,2020-03-03 18:00:00,7321.049485487032
2020,3,3,18,30,2020-03-03 18:30:00,7485.508427863399
2020,3,3,19,0,2020-03-03 19:00:00,7416.703007188926
2020,3,3,19,30,2020-03-03 19:30:00,7325.244235916466
2020,3,3,20,0,2020-03-03 20:00:00,7185.494895689291
2020,3,3,20,30,2020-03-03 20:30:00,6963.48476160586
2020,3,3,21,0,2020-03-03 21:00:00,6781.769942983034
2020,3,3,21,30,2020-03-03 21:30:00,6596.992512833807
2020,3,3,22,0,2020-03-03 22:00:00,6401.943667475578
2020,3,3,22,30,2020-03-03 22:30:00,6260.479323787105
2020,3,3,23,0,2020-03-03 23:00:00,6057.299406287593
2020,3,3,23,30,2020-03-03 23:30:00,5845.742189300058
2020,3,4,0,0,2020-03-04 00:00:00,5641.1182860648005
2020,3,4,0,30,2020-03-04 00:30:00,5517.245110957758
2020,3,4,1,0,2020-03-04 01:00:00,5388.2011906462385
2020,3,4,1,30,2020-03-04 01:30:00,5332.4261491222505
2020,3,4,2,0,2020-03-04 02:00:00,5271.571892049992
2020,3,4,2,30,2020-03-04 02:30:00,5239.290497731095
2020,3,4,3,0,2020-03-04 03:00:00,5232.960961992144
2020,3,4,3,30,2020-03-04 03:30:00,5220.970310987183
2020,3,4,4,0,2020-03-04 04:00:00,5255.178275137872
2020,3,4,4,30,2020-03-04 04:30:00,5321.199082937892
2020,3,4,5,0,2020-03-04 05:00:00,5491.085887335045
2020,3,4,5,30,2020-03-04 05:30:00,5621.407919828883
2020,3,4,6,0,2020-03-04 06:00:00,5781.7285223252575
2020,3,4,6,30,2020-03-04 06:30:00,6009.623835146519
2020,3,4,7,0,2020-03-04 07:00:00,6114.705577997366
2020,3,4,7,30,2020-03-04 07:30:00,6163.366976070973
2020,3,4,8,0,2020-03-04 08:00:00,6184.608815203459
2020,3,4,8,30,2020-03-04 08:30:00,6147.315321911037
2020,3,4,9,0,2020-03-04 09:00:00,6079.404765668219
2020,3,4,9,30,2020-03-04 09:30:00,6047.271195784751
2020,3,4,10,0,2020-03-04 10:00:00,6020.741471619275
2020,3,4,10,30,2020-03-04 10:30:00,6023.964443645147
2020,3,4,11,0,2020-03-04 11:00:00,5984.86108361006
2020,3,4,11,30,2020-03-04 11:30:00,5998.478420996451
2020,3,4,12,0,2020-03-04 12:00:00,6023.441273619278
2020,3,4,12,30,2020-03-04 12:30:00,6043.969343488772
2020,3,4,13,0,2020-03-04 13:00:00,6138.32433231007
2020,3,4,13,30,2020-03-04 13:30:00,6203.620602167008
2020,3,4,14,0,2020-03-04 14:00:00,6356.380130981846
